"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"
"G_cy_T13184_pu"	0.173009601	0.172281723	0.175158573	0.174448026	0.171120585	0.172888288	0.09944196	0.174569339	0.17049669	0.172264393	0.170947281	0.174118748	0.16966483	0.174257391	0.15240373	0.151138609	0.151086617	0.156025788	0.155453884	0.168087761	0.167845135	0.109458944	0.106235486	0.147568542	0.10434647	0	0.152525042	0.170427368	0.172455028	0.171865793	0.175557173	0.170531351	0.171987106	0.167047936	0.166666667	0.171137915	0.16969949	0.160323732	0.16969949	0.098090188	0.100065856	0.098783404	0.14337458	0.157862812	0.162611348	0.161606183	0.154154102	0.157880143	0.167446536	0.157741499	0.169006274
"G_cy_T13251_ma"	0.159578524	0.161970122	0.164188416	0.163651173	0.158278743	0.16351253	0.15120793	0.161103601	0.160912967	0.161432879	0.158902638	0.161415549	0.158902638	0.163772486	0.079148036	0.078437489	0.082128869	0.087899899	0.083480642	0.141277599	0.14134692	0.149578871	0.151485217	0.183737132	0.15035874	0.152525042	0	0.160046446	0.164985616	0.147793837	0.149925479	0.161328897	0.16146754	0.141450903	0.142871998	0.142074798	0.144033136	0.196284358	0.144171779	0.151693182	0.154292745	0.151623861	0.180721639	0.194204707	0.198156043	0.197705452	0.077952237	0.080846418	0.142438737	0.194603307	0.141988146
"G_cy_T14558_suta"	0.095785241	0.094606773	0.096721084	0.09490139	0.094728086	0.091435306	0.17008076	0.094676094	0.094277495	0.09410419	0.092821739	0.095473294	0.093410974	0.093913556	0.161658175	0.157689508	0.157498874	0.161155593	0.162975287	0.168399709	0.166770649	0.17049669	0.170323386	0.193355516	0.171172576	0.170427368	0.160046446	0	0.091556618	0.171692489	0.176111747	0.094416138	0.093029704	0.168087761	0.167255901	0.169890125	0.168659665	0.202852587	0.170288725	0.171605837	0.174170739	0.169560847	0.189230876	0.201916745	0.206110707	0.203268518	0.16146754	0.164257738	0.17091262	0.203216526	0.167342553
"G_cy_T16693_suta"	0.096981041	0.094346816	0.098679422	0.098419466	0.096478458	0.097864892	0.173980105	0.095455963	0.097033032	0.096686423	0.095403972	0.096842397	0.094676094	0.095282659	0.167186579	0.164465703	0.161606183	0.165540189	0.16968216	0.172818966	0.171675159	0.175817129	0.176441025	0.198814599	0.174863956	0.172455028	0.164985616	0.091556618	0	0.176111747	0.180981595	0.093705591	0.096027867	0.172853627	0.173165575	0.171987106	0.172524349	0.206821254	0.175470521	0.174950608	0.178486014	0.174118748	0.193060899	0.204706943	0.207583793	0.206821254	0.167134588	0.168191744	0.173598835	0.20462029	0.17172715
"G_cy_T16771_pa"	0.173061592	0.174690652	0.177983432	0.175158573	0.173494853	0.175089252	0.168711656	0.173720148	0.173009601	0.172732314	0.173286888	0.174032096	0.171865793	0.17625039	0.148885654	0.148695019	0.145800839	0.153478216	0.151415895	0.072787772	0.070742782	0.170652664	0.169751482	0.198537312	0.168555683	0.171865793	0.147793837	0.171692489	0.176111747	0	0.105074348	0.174534678	0.17297494	0.073584971	0.075352674	0.076565804	0.07478077	0.211153859	0.072389172	0.169023604	0.171345881	0.168676996	0.196838931	0.210183356	0.211951059	0.213476136	0.146442064	0.151554539	0.073602301	0.209368826	0.071141382
"G_cy_T1705_pa"	0.176891616	0.179248553	0.181848116	0.179023257	0.176770303	0.178122075	0.173477522	0.178901944	0.176285051	0.177532841	0.177532841	0.179803126	0.17749818	0.180704308	0.152334408	0.151381235	0.150878652	0.157030952	0.155211258	0.100187169	0.101400298	0.173997435	0.173754809	0.200634293	0.172628332	0.175557173	0.149925479	0.176111747	0.180981595	0.105074348	0	0.17791411	0.179473848	0.100880385	0.103098679	0.10313334	0.100689751	0.211656442	0.098748744	0.172714984	0.175695816	0.171571176	0.199698451	0.213077536	0.21446397	0.214741257	0.152178434	0.155141936	0.099684586	0.209212852	0.097743579
"G_cy_T18563_suta"	0.093601608	0.093913556	0.097552944	0.094936051	0.094554781	0.093341652	0.170219403	0.09367093	0.094936051	0.095698589	0.092405809	0.09529999	0.09368826	0.093878895	0.163633843	0.162507365	0.158330734	0.164205747	0.164777651	0.16968216	0.168954282	0.171952445	0.172749645	0.19391009	0.171935115	0.170531351	0.161328897	0.094416138	0.093705591	0.174534678	0.17791411	0	0.094693425	0.170167412	0.170721985	0.172351045	0.169907456	0.202748605	0.172818966	0.173512183	0.173928113	0.170808637	0.18940418	0.201292849	0.206630619	0.202436657	0.16392846	0.166926623	0.170150081	0.199611799	0.170669994
"G_cy_T18620_suta"	0.094537451	0.093220339	0.094225503	0.095351981	0.093930886	0.094589442	0.172264393	0.092145853	0.092405809	0.095213337	0.092648435	0.094398808	0.08997955	0.091903227	0.16474299	0.159977124	0.159162594	0.162056774	0.164119095	0.169231569	0.168746317	0.173234897	0.173304218	0.194291359	0.173598835	0.171987106	0.16146754	0.093029704	0.096027867	0.17297494	0.179473848	0.094693425	0	0.169786143	0.168573013	0.169058265	0.168659665	0.201882084	0.170669994	0.173546844	0.175487851	0.171467194	0.190166719	0.202575301	0.205244186	0.205036221	0.163235243	0.166718658	0.1692489	0.202835257	0.168174413
"G_cy_T18744_pa"	0.168382378	0.170635333	0.173026931	0.170236734	0.167983779	0.169716821	0.163963121	0.168902291	0.168919622	0.168919622	0.167879796	0.169491525	0.168330387	0.172818966	0.144691692	0.143149284	0.142265433	0.14914561	0.146147447	0.068732453	0.069148383	0.163235243	0.164933624	0.191397179	0.163495199	0.167047936	0.141450903	0.168087761	0.172853627	0.073584971	0.100880385	0.170167412	0.169786143	0	0.071124051	0.069529652	0.068541818	0.204429656	0.06819521	0.164136425	0.166978614	0.163477869	0.19105057	0.204256352	0.207237184	0.207687775	0.14172819	0.146563377	0.068021906	0.202159371	0.067744619
"G_cy_T19429_pa"	0.167862466	0.169734151	0.172992271	0.170202073	0.168884961	0.169474195	0.163755156	0.170046099	0.167325223	0.167325223	0.168191744	0.169422204	0.168365048	0.172472358	0.143686527	0.143253267	0.140428408	0.147204603	0.145558213	0.068004575	0.070812104	0.16514159	0.163616512	0.192298361	0.163772486	0.166666667	0.142871998	0.167255901	0.173165575	0.075352674	0.103098679	0.170721985	0.168573013	0.071124051	0	0.071332016	0.068957748	0.204394995	0.070344182	0.164656338	0.167671831	0.163547191	0.191085231	0.203840421	0.207306506	0.206717271	0.142213441	0.145766178	0.069373679	0.202921909	0.068472497
"G_cy_T19520_pa"	0.168971613	0.170462029	0.174101418	0.171588506	0.168573013	0.170860629	0.167949118	0.169942116	0.16843437	0.168988943	0.168711656	0.170046099	0.168780978	0.170843298	0.145315587	0.144916987	0.141780181	0.148279089	0.144864996	0.069876261	0.071193373	0.166978614	0.166839971	0.196007071	0.165956119	0.171137915	0.142074798	0.169890125	0.171987106	0.076565804	0.10313334	0.172351045	0.169058265	0.069529652	0.071332016	0	0.069235035	0.206751932	0.06902707	0.167325223	0.170756646	0.167082597	0.193407508	0.205989394	0.210287338	0.209802087	0.142490728	0.146459395	0.07231985	0.206214689	0.068576479
"G_cy_T19765_pa"	0.168573013	0.169924786	0.172628332	0.17212575	0.168659665	0.171016603	0.165817476	0.168365048	0.168555683	0.168694326	0.169734151	0.171484524	0.168798309	0.171449863	0.14585283	0.145558213	0.142248102	0.148504385	0.147828498	0.068715123	0.069304357	0.164396381	0.165921459	0.194152716	0.165834806	0.16969949	0.144033136	0.168659665	0.172524349	0.07478077	0.100689751	0.169907456	0.168659665	0.068541818	0.068957748	0.069235035	0	0.207254515	0.068455166	0.166545354	0.169179578	0.166268067	0.194187377	0.206387993	0.210027382	0.209680774	0.144414405	0.146130117	0.070118887	0.205954733	0.067900593
"G_cy_T23196_In"	0.203459152	0.203597796	0.206474646	0.203303178	0.2033725	0.202505979	0.156199092	0.202627292	0.2033725	0.2033725	0.203268518	0.205296177	0.200842259	0.206266681	0.197168209	0.194828602	0.194880593	0.200027729	0.198104052	0.206162698	0.203667117	0.159283907	0.16226474	0.119857197	0.159647846	0.160323732	0.196284358	0.202852587	0.206821254	0.211153859	0.211656442	0.202748605	0.201882084	0.204429656	0.204394995	0.206751932	0.207254515	0	0.206734602	0.159318568	0.160497036	0.153460885	0.123808533	0.103289314	0.101348307	0.100516447	0.197948078	0.20091158	0.206526637	0.100395134	0.205105542
"G_cy_T2497_pa"	0.170999272	0.173564175	0.174915947	0.173165575	0.170046099	0.172645662	0.167758483	0.171276559	0.170115421	0.170219403	0.170704655	0.171207237	0.170669994	0.174673322	0.145367578	0.145107622	0.143738519	0.148677689	0.147724516	0.069928252	0.068888427	0.166649336	0.167897127	0.194984576	0.164552355	0.16969949	0.144171779	0.170288725	0.175470521	0.072389172	0.098748744	0.172818966	0.170669994	0.06819521	0.070344182	0.06902707	0.068455166	0.206734602	0	0.16682264	0.170877959	0.167134588	0.193182212	0.206422654	0.209160861	0.209264844	0.144761013	0.148625698	0.069079061	0.20418703	0.067519323
"G_cy_T26228_pu"	0.173980105	0.174881287	0.178416693	0.17462133	0.172922949	0.175279886	0.093410974	0.175297217	0.170981942	0.172888288	0.172299054	0.173425531	0.172576341	0.175158573	0.152681016	0.150792	0.150982635	0.156649683	0.155107275	0.166735988	0.164968285	0.107864545	0.104571765	0.145246265	0.103895879	0.098090188	0.151693182	0.171605837	0.174950608	0.169023604	0.172714984	0.173512183	0.173546844	0.164136425	0.164656338	0.167325223	0.166545354	0.159318568	0.16682264	0	0.093133687	0.062770788	0.142369415	0.155852483	0.160497036	0.158660012	0.153911476	0.156874978	0.165921459	0.156632352	0.165644172
"G_cy_T26229_pu"	0.176059755	0.177376867	0.177758137	0.178156736	0.175973103	0.176458355	0.024401234	0.177723476	0.173754809	0.176181068	0.174378704	0.176926276	0.173130914	0.178382032	0.15573117	0.15283699	0.15243839	0.157862812	0.155765831	0.167290562	0.167810475	0.109666909	0.107795224	0.147291255	0.105940869	0.100065856	0.154292745	0.174170739	0.178486014	0.171345881	0.175695816	0.173928113	0.175487851	0.166978614	0.167671831	0.170756646	0.169179578	0.160497036	0.170877959	0.093133687	0	0.059200721	0.145350248	0.156441718	0.16188347	0.160566358	0.156095109	0.158781325	0.16803577	0.156389727	0.168728987
"G_cy_T26252_pu"	0.171345881	0.173980105	0.174742643	0.172714984	0.171848463	0.172195071	0.049079755	0.173529514	0.169075595	0.171675159	0.170184742	0.172073758	0.169595508	0.172905619	0.152473051	0.149440227	0.149284254	0.154777997	0.153443555	0.16514159	0.163893799	0.112127829	0.107864545	0.141156286	0.105940869	0.098783404	0.151623861	0.169560847	0.174118748	0.168676996	0.171571176	0.170808637	0.171467194	0.163477869	0.163547191	0.167082597	0.166268067	0.153460885	0.167134588	0.062770788	0.059200721	0	0.137135628	0.149821497	0.156268414	0.153426224	0.153530207	0.156632352	0.16474299	0.149734845	0.165054937
"G_cy_T310_In"	0.188901598	0.19184777	0.193060899	0.190998579	0.189300198	0.189716128	0.141086964	0.190773283	0.189126893	0.19065197	0.190132058	0.190773283	0.188364355	0.192991577	0.180738969	0.180167065	0.179560501	0.185504835	0.182437351	0.190877266	0.189872101	0.146320751	0.145488891	0.11628713	0.143981145	0.14337458	0.180721639	0.189230876	0.193060899	0.196838931	0.199698451	0.18940418	0.190166719	0.19105057	0.191085231	0.193407508	0.194187377	0.123808533	0.193182212	0.142369415	0.145350248	0.137135628	0	0.12283803	0.12529895	0.125992167	0.182870611	0.18489827	0.192246369	0.122716717	0.19144917
"G_cy_T3343_jigu"	0.201691449	0.201552806	0.204949568	0.203337839	0.199837094	0.201916745	0.152282417	0.201691449	0.202748605	0.203580465	0.201466154	0.204013726	0.20091158	0.205608125	0.195747114	0.194585976	0.192350352	0.198710617	0.197896087	0.204568299	0.203181865	0.158313403	0.158660012	0.119475928	0.157880143	0.157862812	0.194204707	0.201916745	0.204706943	0.210183356	0.213077536	0.201292849	0.202575301	0.204256352	0.203840421	0.205989394	0.206387993	0.103289314	0.206422654	0.155852483	0.156441718	0.149821497	0.12283803	0	0.10148695	0.102769401	0.197046896	0.199178538	0.206491976	0.10230148	0.203996395
"G_cy_T3384_jigu"	0.204706943	0.205504142	0.208866244	0.206145368	0.204828256	0.205764098	0.157100274	0.205989394	0.205556133	0.206769263	0.206526637	0.207722436	0.203129874	0.208103705	0.199941077	0.1980174	0.197168209	0.201760771	0.20254064	0.206751932	0.206474646	0.16351253	0.163651173	0.122214135	0.160341063	0.162611348	0.198156043	0.206110707	0.207583793	0.211951059	0.21446397	0.206630619	0.205244186	0.207237184	0.207306506	0.210287338	0.210027382	0.101348307	0.209160861	0.160497036	0.16188347	0.156268414	0.12529895	0.10148695	0	0.103497279	0.199923746	0.203095213	0.20787841	0.105282313	0.207739766
"G_cy_T3385_jigu"	0.201795432	0.203736439	0.206578628	0.205486812	0.203199196	0.203615126	0.1565457	0.203701778	0.203511143	0.204343004	0.201951405	0.205469481	0.20132751	0.207445149	0.199559807	0.197566809	0.195816436	0.201275519	0.201500815	0.208173027	0.207375828	0.16351253	0.162022114	0.12079304	0.161242245	0.161606183	0.197705452	0.203268518	0.206821254	0.213476136	0.214741257	0.202436657	0.205036221	0.207687775	0.206717271	0.209802087	0.209680774	0.100516447	0.209264844	0.158660012	0.160566358	0.153426224	0.125992167	0.102769401	0.103497279	0	0.199161208	0.202852587	0.209784756	0.101677585	0.207982392
"G_cy_T363_ma"	0.162351392	0.164812312	0.16803577	0.165696163	0.161294236	0.165869467	0.152975633	0.165713493	0.160497036	0.162646009	0.161536862	0.163495199	0.161190253	0.164604346	0.082960729	0.083290007	0.08420852	0.08831583	0.083931233	0.142525389	0.142352085	0.152559703	0.15446605	0.1857128	0.152577034	0.154154102	0.077952237	0.16146754	0.167134588	0.146442064	0.152178434	0.16392846	0.163235243	0.14172819	0.142213441	0.142490728	0.144414405	0.197948078	0.144761013	0.153911476	0.156095109	0.153530207	0.182870611	0.197046896	0.199923746	0.199161208	0	0.078004229	0.143686527	0.195435167	0.142300094
"G_cy_T364_ma"	0.164552355	0.166077432	0.167429205	0.168971613	0.164223077	0.169144917	0.155765831	0.165072268	0.162004783	0.165401546	0.162178087	0.165314894	0.16474299	0.16926623	0.082250182	0.085941562	0.083844581	0.092180514	0.088073204	0.14708329	0.1450383	0.157914804	0.15611244	0.188364355	0.156164431	0.157880143	0.080846418	0.164257738	0.168191744	0.151554539	0.155141936	0.166926623	0.166718658	0.146563377	0.145766178	0.146459395	0.146130117	0.20091158	0.148625698	0.156874978	0.158781325	0.156632352	0.18489827	0.199178538	0.203095213	0.202852587	0.078004229	0	0.147932481	0.19843333	0.147343246
"G_cy_T6579_pa"	0.169370212	0.171831132	0.174811965	0.170115421	0.169976777	0.170392707	0.164985616	0.170618003	0.170358047	0.1692489	0.169942116	0.170271394	0.168313057	0.17214308	0.144293092	0.144033136	0.141069634	0.148261759	0.14668469	0.06819521	0.068368514	0.165054937	0.164535025	0.194083394	0.164413712	0.167446536	0.142438737	0.17091262	0.173598835	0.073602301	0.099684586	0.170150081	0.1692489	0.068021906	0.069373679	0.07231985	0.070118887	0.206526637	0.069079061	0.165921459	0.16803577	0.16474299	0.192246369	0.206491976	0.20787841	0.209784756	0.143686527	0.147932481	0	0.204048387	0.068801775
"G_cy_T7636_In"	0.201362171	0.201466154	0.205694777	0.203597796	0.202280684	0.201622127	0.152091782	0.202159371	0.202627292	0.202869918	0.201518145	0.202298014	0.199299851	0.205244186	0.195487158	0.194984576	0.192748952	0.197757443	0.197012235	0.202436657	0.203407161	0.159162594	0.160479706	0.119701224	0.159526533	0.157741499	0.194603307	0.203216526	0.20462029	0.209368826	0.209212852	0.199611799	0.202835257	0.202159371	0.202921909	0.206214689	0.205954733	0.100395134	0.20418703	0.156632352	0.156389727	0.149734845	0.122716717	0.10230148	0.105282313	0.101677585	0.195435167	0.19843333	0.204048387	0	0.203251187
"G_cy_T9133_pa"	0.169300891	0.169474195	0.173009601	0.169144917	0.167273231	0.168832969	0.16599078	0.169578178	0.167758483	0.168486361	0.168278396	0.169647499	0.167099927	0.171137915	0.144431735	0.141260268	0.142525389	0.147291255	0.146442064	0.067744619	0.066462168	0.165401546	0.165401546	0.195053898	0.162957956	0.169006274	0.141988146	0.167342553	0.17172715	0.071141382	0.097743579	0.170669994	0.168174413	0.067744619	0.068472497	0.068576479	0.067900593	0.205105542	0.067519323	0.165644172	0.168728987	0.165054937	0.19144917	0.203996395	0.207739766	0.207982392	0.142300094	0.147343246	0.068801775	0.203251187	0