"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"
"W_po_A424_pu"	0.194227037	0.111132322	0.111283446	0.186050396	0.109994909	0.108642741	0.092909866	0.091231587	0.193805479	0.089815787	0.193566861	0.194060004	0.184777767	0.111362986	0.11244472	0.092663294	0.091597467	0.091478159	0.111219815	0.112611753	0.110957335	0.113367376	0.106630397	0	0.106996278	0.110297159	0.195308772	0.091629283	0.097737902	0.110758487	0.110042633	0.109112023	0.108992714	0.109621075	0.107966657	0.091366803	0.108650695	0.108340492	0.109191562	0.108881359	0.108976806	0.11040056	0.112245872	0.108364354	0.106948554	0.140880023	0.109334733	0.109358595	0.110233527	0.10928701	0.108149598	0.107473513	0.107895072	0.109096115	0.187871846	0.185557252	0.193280519	0.186249244	0.092838281	0.195292864	0.093005313	0.112945818	0.112086793	0.109294964	0.154528968	0.109318825	0.095288091	0.109255194	0.09589259	0.194926983	0.11359804	0.114385479	0.193527091
"W_po_A465_ma"	0.198267634	0.084263943	0.083778753	0.188929719	0.082601572	0.081297127	0.107401928	0.105675925	0.198243772	0.104991887	0.197941523	0.198196048	0.188293405	0.0765884	0.081758455	0.107489421	0.107378066	0.106701982	0.079515447	0.081114187	0.079189335	0.080708536	0.075785053	0.106996278	0	0.077161083	0.199985683	0.107807579	0.111752728	0.080151761	0.082044797	0.078680284	0.07755878	0.077693996	0.076723617	0.106924692	0.076691801	0.077845121	0.075721422	0.077383793	0.077288346	0.078171232	0.079173428	0.078505297	0.077169037	0.110321021	0.078378034	0.07755878	0.080883523	0.080223346	0.08053355	0.077423563	0.07792466	0.07907798	0.190782985	0.189979638	0.197893799	0.189876237	0.1076485	0.199985683	0.107720085	0.081702778	0.080064268	0.076636124	0.160971652	0.077391747	0.109971048	0.078775731	0.110034679	0.199349368	0.081511883	0.082219783	0.198331265
"W_po_A472_ma"	0.200168623	0.084924119	0.083532182	0.191260221	0.084375298	0.08302313	0.109016576	0.109104069	0.200367472	0.108324584	0.200367472	0.200144762	0.190035315	0.081273265	0.085520664	0.10849957	0.11021762	0.108618879	0.082227737	0.084192358	0.082553848	0.085361586	0.077272438	0.110297159	0.077161083	0	0.201377621	0.110122172	0.114019598	0.083532182	0.084184404	0.079022303	0.080907384	0.079070026	0.076652031	0.108968852	0.077240622	0.078696192	0.078083739	0.078473482	0.077916706	0.078163278	0.08142439	0.080406287	0.078815501	0.11244472	0.078258725	0.078759823	0.082482263	0.081360758	0.08160733	0.080263116	0.080525596	0.079483631	0.192429449	0.190814801	0.199651618	0.191634056	0.108324584	0.201329897	0.109891508	0.083794661	0.083842385	0.079109796	0.162904457	0.078083739	0.1119993	0.079435907	0.111172091	0.201409437	0.085242277	0.084629824	0.200836754
"W_po_A7346_pa"	0.068578792	0.201703732	0.202045751	0.125290318	0.200502688	0.199389138	0.196366644	0.195165601	0.069143521	0.194990614	0.068507206	0.067505011	0.122904139	0.203620629	0.205163692	0.197042729	0.194926983	0.194425885	0.205943177	0.20611021	0.204821673	0.205115968	0.199826604	0.195308772	0.199985683	0.201377621	0	0.197679043	0.196247335	0.205195508	0.202952499	0.200558366	0.200645859	0.201178773	0.199619802	0.195968948	0.201990073	0.201107187	0.201003786	0.203461551	0.202029843	0.202483217	0.204742134	0.200065222	0.200192485	0.229701569	0.201353759	0.202618434	0.202157106	0.201894626	0.200009545	0.200367472	0.199325507	0.200542458	0.125075562	0.123397283	0.068968534	0.125361904	0.196740479	0.067799306	0.196223474	0.204885304	0.205283001	0.200661767	0.185716331	0.200892431	0.19710636	0.20194235	0.195165601	0.070455919	0.205426172	0.206802202	0.069326461
"W_po_A7736_pu"	0.195420127	0.110861888	0.11066304	0.186686711	0.109931278	0.1083564	0.091334988	0.089736248	0.195412173	0.089593077	0.194664503	0.195253094	0.186352645	0.110599408	0.113765073	0.093474595	0.090499825	0.091255448	0.112412904	0.113629856	0.112086793	0.114560466	0.108205275	0.091629283	0.107807579	0.110122172	0.197679043	0	0.096926601	0.112142471	0.110472145	0.110161942	0.109326779	0.109700614	0.108252999	0.090714581	0.108571156	0.109215424	0.109334733	0.11088575	0.109533581	0.10973243	0.113327607	0.108889313	0.108062104	0.141754955	0.109255194	0.110488053	0.110344882	0.110050587	0.108738188	0.109684706	0.109374503	0.108937037	0.188762687	0.18698896	0.195094015	0.1871719	0.091708823	0.196517769	0.091939486	0.113804842	0.112945818	0.110265343	0.153574497	0.109350641	0.094285896	0.109875601	0.095367631	0.19613598	0.114186631	0.114703637	0.195308772
"W_po_A815_In"	0.195054246	0.11456842	0.113908243	0.185986765	0.11244472	0.112524259	0.095471032	0.095653972	0.194632687	0.0961153	0.194282715	0.194728135	0.185270911	0.115212688	0.116867106	0.098899176	0.096767523	0.096361872	0.116437593	0.116843244	0.115713786	0.117344342	0.110925519	0.097737902	0.111752728	0.114019598	0.196247335	0.096926601	0	0.114655913	0.113574178	0.113057173	0.112571983	0.113948013	0.111625465	0.095359677	0.11337533	0.112206102	0.112595845	0.114337756	0.112492444	0.114552512	0.11501384	0.112643568	0.111116414	0.144745633	0.112786739	0.11296968	0.114162769	0.113916197	0.112540167	0.1127072	0.111872037	0.113486685	0.18761732	0.185620884	0.194012281	0.187012822	0.096847062	0.195786007	0.095343769	0.11665235	0.115475168	0.112349273	0.153781299	0.112977634	0.093951831	0.114075276	0.092313321	0.195595113	0.116238745	0.118680602	0.194863351
"W_po_A882_ma"	0.203700169	0.090444147	0.08830454	0.195253094	0.088225001	0.086475136	0.111402755	0.108976806	0.203914925	0.109644937	0.203660399	0.204074003	0.194171359	0.077344023	0.068706055	0.11080621	0.110647132	0.111323216	0.068976488	0.06758455	0.071895581	0.070917247	0.081726639	0.110758487	0.080151761	0.083532182	0.205195508	0.112142471	0.114655913	0	0.086936464	0.081663008	0.080207439	0.079419999	0.081901626	0.110384652	0.081917534	0.081655054	0.078926856	0.080302886	0.081591422	0.082012981	0.085464987	0.082856097	0.081408482	0.113780981	0.081678916	0.082402723	0.085154783	0.085083198	0.084963889	0.080374471	0.080239254	0.080915338	0.196390506	0.195300818	0.203421781	0.195674652	0.109979002	0.205545481	0.111530018	0.071052464	0.068173141	0.081623238	0.164956572	0.081678916	0.113669626	0.075315771	0.113128758	0.205115968	0.070257071	0.070217301	0.204097865
"W_po_A891_arsu"	0.201218542	0.079674525	0.079618848	0.192119245	0.080350609	0.079682479	0.110941427	0.108404123	0.20127422	0.109167701	0.201624193	0.201656008	0.190703446	0.084502561	0.088368172	0.108944991	0.109629029	0.109239286	0.086093347	0.088916993	0.085671789	0.088559066	0.083046992	0.110042633	0.082044797	0.084184404	0.202952499	0.110472145	0.113574178	0.086936464	0	0.08142439	0.081400528	0.082235691	0.082203875	0.110114218	0.083269702	0.083039038	0.081217588	0.084947981	0.08205275	0.084081003	0.086833063	0.081790271	0.080931246	0.115085425	0.081901626	0.083723076	0.077932614	0.079022303	0.077805351	0.08120168	0.07930069	0.082219783	0.193113487	0.192278324	0.201767363	0.192413541	0.110567593	0.202809328	0.109796061	0.08767618	0.08767618	0.083086761	0.162856734	0.083858293	0.113796888	0.083015176	0.111617511	0.202522987	0.087787535	0.08696828	0.201282174
"W_po_A894_ma"	0.199063027	0.084057141	0.082776558	0.190552321	0.080469918	0.081678916	0.110678948	0.107330343	0.19892781	0.107362158	0.198689192	0.199102797	0.189868283	0.078258725	0.082267507	0.108952945	0.1076485	0.108324584	0.081488021	0.082959499	0.080334701	0.082203875	0.07774172	0.109112023	0.078680284	0.079022303	0.200558366	0.110161942	0.113057173	0.081663008	0.08142439	0	0.076874741	0.076898603	0.07915752	0.109438134	0.079889281	0.078608698	0.077550826	0.079801788	0.078910948	0.080430149	0.081623238	0.077678089	0.077280392	0.110146034	0.07662817	0.079483631	0.080183577	0.078966625	0.078799593	0.077996246	0.076858834	0.078028061	0.191323852	0.190265979	0.19892781	0.190767077	0.108618879	0.199969775	0.109056346	0.083611721	0.081989119	0.079531354	0.162037479	0.078664376	0.112325411	0.080668767	0.111084598	0.200049314	0.082752696	0.083746938	0.198824409
"W_po_A896_ma"	0.199198244	0.08506729	0.081718685	0.190592091	0.082084566	0.083389011	0.108793866	0.107449652	0.199508447	0.107449652	0.199333461	0.199317553	0.189112659	0.079491585	0.082307276	0.108674557	0.107767809	0.109048392	0.081591422	0.083937832	0.080660813	0.081925488	0.079149566	0.108992714	0.07755878	0.080907384	0.200645859	0.109326779	0.112571983	0.080207439	0.081400528	0.076874741	0	0.076874741	0.079419999	0.108141644	0.079101842	0.079730203	0.077320162	0.07930069	0.078887086	0.080883523	0.082203875	0.077797397	0.075967993	0.110169896	0.075872546	0.079905189	0.080541504	0.081185772	0.080668767	0.076842926	0.077089498	0.077017912	0.191474977	0.190321657	0.198792593	0.190425058	0.10791098	0.200693583	0.108189367	0.082156152	0.082076612	0.080032452	0.161456842	0.078195094	0.111140276	0.079356368	0.110599408	0.20056632	0.081519837	0.083882155	0.199532309
"W_po_A898_ma"	0.199747065	0.084423022	0.082967453	0.190806847	0.08276065	0.081901626	0.111156183	0.107441698	0.199500493	0.107887118	0.199420954	0.198959626	0.189900099	0.079435907	0.080963062	0.108268906	0.109668798	0.10969266	0.079769972	0.081034647	0.079475677	0.081488021	0.078314403	0.109621075	0.077693996	0.079070026	0.201178773	0.109700614	0.113948013	0.079419999	0.082235691	0.076898603	0.076874741	0	0.078473482	0.109565397	0.079555216	0.077574687	0.078791639	0.078465528	0.079372276	0.080143807	0.082275461	0.077582641	0.076516815	0.108793866	0.077487194	0.079610894	0.082267507	0.08138462	0.080803983	0.075975947	0.077129267	0.077646273	0.19200789	0.190090993	0.199086889	0.190703446	0.108427985	0.200733352	0.110169896	0.081543699	0.081114187	0.079435907	0.16098756	0.07751901	0.113025357	0.075832777	0.112086793	0.200335656	0.081623238	0.082331138	0.199444816
"W_po_A902_ma"	0.198585791	0.085520664	0.083842385	0.189947822	0.083587859	0.0830629	0.107815532	0.105978174	0.198164233	0.106503134	0.198593745	0.198275588	0.18818205	0.079722249	0.082410677	0.107139448	0.107966657	0.106797429	0.081249403	0.081114187	0.080652859	0.082458401	0.077614457	0.107966657	0.076723617	0.076652031	0.199619802	0.108252999	0.111625465	0.081901626	0.082203875	0.07915752	0.079419999	0.078473482	0	0.106670166	0.076930419	0.077208807	0.077089498	0.077908753	0.076667939	0.076421367	0.079968821	0.0795234	0.076659985	0.110416468	0.07840985	0.076349782	0.082203875	0.080923292	0.080915338	0.078028061	0.078974579	0.080096083	0.19044892	0.188738825	0.198148325	0.189717158	0.106375871	0.199587986	0.10813369	0.083452642	0.082211829	0.07703382	0.161035284	0.075991855	0.110750533	0.079491585	0.109159747	0.19874487	0.082498171	0.082887913	0.198569883
"W_po_A9697_pu"	0.194282715	0.110710763	0.110161942	0.185247049	0.109557443	0.107664408	0.090849798	0.089776017	0.194004327	0.088360218	0.193892972	0.193813433	0.184626642	0.110750533	0.112007254	0.09273488	0.091016831	0.091088416	0.111530018	0.113287837	0.111235723	0.112102701	0.107370112	0.091366803	0.106924692	0.108968852	0.195968948	0.090714581	0.095359677	0.110384652	0.110114218	0.109438134	0.108141644	0.109565397	0.106670166	0	0.108260953	0.107887118	0.108976806	0.109493812	0.108587064	0.109788107	0.110790303	0.108292768	0.107497375	0.141524291	0.108706373	0.107950749	0.108109828	0.109485858	0.108141644	0.108674557	0.107966657	0.109390411	0.187020776	0.184610735	0.193336197	0.186336738	0.090714581	0.195539436	0.091040692	0.111649327	0.111681143	0.109143839	0.153423372	0.108308676	0.092305367	0.10946995	0.09407114	0.195539436	0.112556075	0.114536604	0.193948649
"W_po_J163_ma"	0.200653813	0.086236518	0.084001464	0.191920397	0.084224174	0.083031084	0.109533581	0.106391779	0.200582228	0.106773567	0.200757214	0.200995832	0.190043269	0.079658617	0.084224174	0.108730234	0.107632592	0.10880182	0.08142439	0.083261748	0.081146002	0.083428781	0.077280392	0.108650695	0.076691801	0.077240622	0.201990073	0.108571156	0.11337533	0.081917534	0.083269702	0.079889281	0.079101842	0.079555216	0.076930419	0.108260953	0	0.078720053	0.077455378	0.077988292	0.077940568	0.07699405	0.081416436	0.078982533	0.078871178	0.112309503	0.078584837	0.077606503	0.083540136	0.082561802	0.082299322	0.07840985	0.079594986	0.080143807	0.193073717	0.191459069	0.199691387	0.19156247	0.107298527	0.202260507	0.109804015	0.083548089	0.083118577	0.077717858	0.162419268	0.076214565	0.111927715	0.079189335	0.109668798	0.201751456	0.083786707	0.083858293	0.200733352
"W_po_J192_ma"	0.199198244	0.085210461	0.084709363	0.190735261	0.083293564	0.082625433	0.109048392	0.106606535	0.199222106	0.106876969	0.199397092	0.19919029	0.189399001	0.079841558	0.082307276	0.108149598	0.107099679	0.107712131	0.080350609	0.080851707	0.079547262	0.081400528	0.076636124	0.108340492	0.077845121	0.078696192	0.201107187	0.109215424	0.112206102	0.081655054	0.083039038	0.078608698	0.079730203	0.077574687	0.077208807	0.107887118	0.078720053	0	0.076222519	0.076755433	0.07685088	0.077988292	0.080040406	0.081042601	0.078942764	0.110853934	0.078608698	0.077105405	0.082307276	0.082697019	0.083738984	0.07889504	0.076914511	0.079245013	0.191188635	0.190480736	0.19896758	0.191061373	0.108149598	0.200184531	0.108809774	0.083444688	0.081885718	0.077996246	0.161440934	0.076938373	0.111044828	0.078656422	0.110710763	0.200518596	0.0816471	0.083086761	0.199134612
"W_po_J202_ma"	0.19963571	0.08280042	0.081917534	0.19048869	0.081567561	0.0816471	0.109581305	0.107775763	0.199341415	0.10809392	0.199611848	0.199341415	0.190075085	0.07837008	0.081488021	0.108746142	0.109255194	0.108451847	0.078051923	0.079412045	0.078648468	0.079038211	0.077805351	0.109191562	0.075721422	0.078083739	0.201003786	0.109334733	0.112595845	0.078926856	0.081217588	0.077550826	0.077320162	0.078791639	0.077089498	0.108976806	0.077455378	0.076222519	0	0.077176991	0.076540676	0.077200853	0.079237059	0.077789444	0.077566733	0.10950972	0.078123509	0.077813305	0.081360758	0.080859661	0.079817696	0.077503102	0.076206611	0.078664376	0.19267602	0.190997741	0.19937323	0.19156247	0.108555248	0.201433298	0.109263148	0.080764214	0.079348414	0.076715663	0.162801056	0.075928224	0.112548121	0.076962235	0.111864083	0.200415195	0.080286978	0.07978588	0.199810696
"W_po_J209_ma"	0.202252553	0.085480895	0.084200312	0.193391874	0.084025325	0.083389011	0.110050587	0.107815532	0.202149152	0.108340492	0.201624193	0.201894626	0.192389679	0.079952913	0.082323184	0.108849543	0.109660844	0.109096115	0.081098279	0.082712927	0.080040406	0.081575515	0.077304254	0.108881359	0.077383793	0.078473482	0.203461551	0.11088575	0.114337756	0.080302886	0.084947981	0.079801788	0.07930069	0.078465528	0.077908753	0.109493812	0.077988292	0.076755433	0.077176991	0	0.0685947	0.077542872	0.079197289	0.080056314	0.07814737	0.11266743	0.078067831	0.076596354	0.084423022	0.082108428	0.082657249	0.079467723	0.078759823	0.08089943	0.194115682	0.193360059	0.201337851	0.193288473	0.10857911	0.203334288	0.110050587	0.083094715	0.081694824	0.077725812	0.163827113	0.077845121	0.113462823	0.079594986	0.112078839	0.20287296	0.081790271	0.083229932	0.202109382
"W_po_J222_ma"	0.200423149	0.085385447	0.082450447	0.192039706	0.083675352	0.083357195	0.109986956	0.106686074	0.200685629	0.107131494	0.200208393	0.200351564	0.190942064	0.079968821	0.082370908	0.108483663	0.108149598	0.109159747	0.081193726	0.081567561	0.081233496	0.082243645	0.076620216	0.108976806	0.077288346	0.077916706	0.202029843	0.109533581	0.112492444	0.081591422	0.08205275	0.078910948	0.078887086	0.079372276	0.076667939	0.108587064	0.077940568	0.07685088	0.076540676	0.0685947	0	0.077542872	0.079913143	0.079738157	0.078115555	0.111044828	0.078974579	0.077980338	0.082832236	0.082697019	0.081432344	0.079324552	0.079618848	0.080549458	0.192699882	0.191642009	0.199810696	0.191411345	0.108674557	0.201282174	0.108825682	0.082219783	0.083444688	0.079618848	0.161790907	0.076461137	0.112540167	0.079960867	0.111490248	0.201313989	0.081790271	0.083118577	0.200184531
"W_po_J226_ma"	0.201067418	0.087700041	0.084192358	0.192540804	0.084510515	0.082744742	0.11066304	0.107553053	0.200518596	0.108952945	0.200598136	0.201107187	0.191888581	0.079690433	0.083762846	0.109461996	0.10920747	0.109819923	0.081026693	0.082227737	0.081305081	0.081901626	0.077407655	0.11040056	0.078171232	0.078163278	0.202483217	0.10973243	0.114552512	0.082012981	0.084081003	0.080430149	0.080883523	0.080143807	0.076421367	0.109788107	0.07699405	0.077988292	0.077200853	0.077542872	0.077542872	0	0.079237059	0.080891477	0.078282587	0.111832268	0.078775731	0.077447425	0.083253794	0.083134485	0.082299322	0.08049378	0.080040406	0.080557411	0.193598676	0.192174923	0.200709491	0.192357863	0.109191562	0.202276415	0.110774395	0.083627629	0.081941395	0.078624606	0.162912411	0.077153129	0.113279883	0.079952913	0.112102701	0.201656008	0.082625433	0.084271897	0.201019694
"W_po_J302_ma"	0.203564952	0.090038497	0.087183036	0.194449747	0.086308103	0.086435366	0.110599408	0.110098311	0.202888868	0.109446088	0.203000223	0.203779708	0.193113487	0.08142439	0.087405746	0.110877796	0.111227769	0.111092552	0.085767236	0.08532977	0.084550285	0.084892304	0.080159715	0.112245872	0.079173428	0.08142439	0.204742134	0.113327607	0.11501384	0.085464987	0.086833063	0.081623238	0.082203875	0.082275461	0.079968821	0.110790303	0.081416436	0.080040406	0.079237059	0.079197289	0.079913143	0.079237059	0	0.081559607	0.079714295	0.112961726	0.082005027	0.079817696	0.086435366	0.085854729	0.084749133	0.081511883	0.081981165	0.083341287	0.195778054	0.193447552	0.202809328	0.194871305	0.111482295	0.204805765	0.111935669	0.08510706	0.084184404	0.081281219	0.164916802	0.079952913	0.114934301	0.081845948	0.114695683	0.204089911	0.084486653	0.085385447	0.20335815
"W_po_J335_roar"	0.198156279	0.083134485	0.083810569	0.189343323	0.082903821	0.081297127	0.109104069	0.107330343	0.198466482	0.106105437	0.198418759	0.198355127	0.18862747	0.079865419	0.082506125	0.107298527	0.107966657	0.108197321	0.0816471	0.081957303	0.080461964	0.082187967	0.078839362	0.108364354	0.078505297	0.080406287	0.200065222	0.108889313	0.112643568	0.082856097	0.081790271	0.077678089	0.077797397	0.077582641	0.0795234	0.108292768	0.078982533	0.081042601	0.077789444	0.080056314	0.079738157	0.080891477	0.081559607	0	0.077375839	0.110002863	0.076898603	0.080438103	0.08120168	0.079921097	0.079674525	0.077041774	0.076397506	0.076962235	0.190289841	0.189725112	0.198196048	0.189653527	0.10698037	0.199747065	0.108897267	0.082211829	0.082355	0.079213197	0.161067099	0.079587032	0.111498202	0.079109796	0.109986956	0.19963571	0.082689065	0.083174255	0.198617607
"W_po_J340_roar"	0.198458528	0.083150393	0.08186981	0.189597849	0.081599376	0.080469918	0.108563202	0.105755464	0.197989246	0.105500939	0.198593745	0.1987051	0.188277497	0.078211002	0.081933442	0.105485031	0.107553053	0.106192931	0.080294932	0.081336897	0.079968821	0.082219783	0.077248576	0.106948554	0.077169037	0.078815501	0.200192485	0.108062104	0.111116414	0.081408482	0.080931246	0.077280392	0.075967993	0.076516815	0.076659985	0.107497375	0.078871178	0.078942764	0.077566733	0.07814737	0.078115555	0.078282587	0.079714295	0.077375839	0	0.107823486	0.076819064	0.077399701	0.081344851	0.081130094	0.079260921	0.075832777	0.077240622	0.077137221	0.190130763	0.189661481	0.198211956	0.189717158	0.107362158	0.199651618	0.107926887	0.08160733	0.082450447	0.079070026	0.161846585	0.077868983	0.110352836	0.079237059	0.10965289	0.199619802	0.080382425	0.082156152	0.198569883
"W_po_J391_roar"	0.228110782	0.116763705	0.117328434	0.219075117	0.114624097	0.114703637	0.142240145	0.13897108	0.228214183	0.138796093	0.228102828	0.228595972	0.218502434	0.111617511	0.114433203	0.139448315	0.141341351	0.139710795	0.113844612	0.114504788	0.112420858	0.114671821	0.110670994	0.140880023	0.110321021	0.11244472	0.229701569	0.141754955	0.144745633	0.113780981	0.115085425	0.110146034	0.110169896	0.108793866	0.110416468	0.141524291	0.112309503	0.110853934	0.10950972	0.11266743	0.111044828	0.111832268	0.112961726	0.110002863	0.107823486	0	0.108952945	0.113049219	0.112906048	0.114186631	0.112508352	0.109366549	0.109279056	0.110480099	0.220705673	0.219631892	0.227752855	0.22005345	0.139989183	0.229637937	0.14056982	0.113582132	0.113661672	0.110933473	0.192357863	0.11195953	0.14372753	0.11137094	0.141850402	0.228937991	0.114807038	0.114449111	0.228460755
"W_po_J421_roar"	0.200065222	0.08413668	0.084160542	0.191395438	0.080867615	0.082712927	0.11013808	0.106407687	0.200216347	0.107568961	0.199420954	0.19945277	0.18996373	0.079690433	0.08373103	0.108364354	0.10876205	0.107926887	0.080072222	0.082752696	0.079046165	0.081631192	0.077678089	0.109334733	0.078378034	0.078258725	0.201353759	0.109255194	0.112786739	0.081678916	0.081901626	0.07662817	0.075872546	0.077487194	0.07840985	0.108706373	0.078584837	0.078608698	0.078123509	0.078067831	0.078974579	0.078775731	0.082005027	0.076898603	0.076819064	0.108952945	0	0.078576883	0.080501734	0.080684674	0.079308644	0.076198657	0.077351977	0.078075785	0.191769272	0.190870478	0.199325507	0.191101142	0.108221183	0.200717445	0.109104069	0.083182209	0.081034647	0.078417804	0.161767045	0.077312208	0.111943623	0.078393942	0.11106869	0.2008288	0.081209634	0.083492412	0.199651618
"W_po_J439_ma"	0.20123445	0.08626038	0.084629824	0.192151061	0.083086761	0.082657249	0.109318825	0.107036047	0.200574274	0.107099679	0.200733352	0.200701537	0.191419299	0.079459769	0.083659444	0.108674557	0.109215424	0.109175655	0.080907384	0.082060704	0.080597181	0.083054946	0.077351977	0.109358595	0.07755878	0.078759823	0.202618434	0.110488053	0.11296968	0.082402723	0.083723076	0.079483631	0.079905189	0.079610894	0.076349782	0.107950749	0.077606503	0.077105405	0.077813305	0.076596354	0.077980338	0.077447425	0.079817696	0.080438103	0.077399701	0.113049219	0.078576883	0	0.082466355	0.083110623	0.081814133	0.078863224	0.078218956	0.079817696	0.192556712	0.191228405	0.200399287	0.19204766	0.108626833	0.202395724	0.110018771	0.08276065	0.082347046	0.078966625	0.162427222	0.076604308	0.113462823	0.079833604	0.112906048	0.201663962	0.083158347	0.082370908	0.20078903
