"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"
"W_po_J561_arsu"	0.199627756	0.079594986	0.079793834	0.191196589	0.079698387	0.07907798	0.110193758	0.107656454	0.200319748	0.108117782	0.200287932	0.200176577	0.18992396	0.082386816	0.087493239	0.109422226	0.108849543	0.108952945	0.085743374	0.087644364	0.084701409	0.088113646	0.081583469	0.110233527	0.080883523	0.082482263	0.202157106	0.110344882	0.114162769	0.085154783	0.077932614	0.080183577	0.080541504	0.082267507	0.082203875	0.108109828	0.083540136	0.082307276	0.081360758	0.084423022	0.082832236	0.083253794	0.086435366	0.08120168	0.081344851	0.112906048	0.080501734	0.082466355	0	0.078640514	0.077153129	0.080422195	0.080255162	0.082076612	0.192254462	0.190305749	0.200287932	0.191777226	0.10902453	0.201329897	0.109541535	0.086324011	0.086562629	0.08280042	0.161774999	0.082792466	0.112715154	0.083333333	0.111474341	0.201091279	0.086053578	0.08719099	0.200407241
"W_po_J563_arsu"	0.200478827	0.079412045	0.078656422	0.191427253	0.080119945	0.078242818	0.109963094	0.105850912	0.200804938	0.107314435	0.200677675	0.200359518	0.189725112	0.083046992	0.087469377	0.107759855	0.109748338	0.108992714	0.085560434	0.087175082	0.08413668	0.086817155	0.080366517	0.10928701	0.080223346	0.081360758	0.201894626	0.110050587	0.113916197	0.085083198	0.079022303	0.078966625	0.081185772	0.08138462	0.080923292	0.109485858	0.082561802	0.082697019	0.080859661	0.082108428	0.082697019	0.083134485	0.085854729	0.079921097	0.081130094	0.114186631	0.080684674	0.083110623	0.078640514	0	0.076906557	0.080318794	0.079499539	0.082434539	0.191610194	0.190886386	0.200391333	0.190798893	0.108364354	0.201560561	0.109629029	0.087127358	0.086713754	0.083317425	0.162832872	0.082339092	0.112675384	0.083325379	0.110766441	0.201035602	0.086506952	0.086642169	0.20074926
"W_po_J610_arsu"	0.198339219	0.079419999	0.07840985	0.189939868	0.078553021	0.07699405	0.108905221	0.105556616	0.1979972	0.105842958	0.19829945	0.198029016	0.188874042	0.083134485	0.086729662	0.107465559	0.108674557	0.107537145	0.08421622	0.086753524	0.08395374	0.085981992	0.082187967	0.108149598	0.08053355	0.08160733	0.200009545	0.108738188	0.112540167	0.084963889	0.077805351	0.078799593	0.080668767	0.080803983	0.080915338	0.108141644	0.082299322	0.083738984	0.079817696	0.082657249	0.081432344	0.082299322	0.084749133	0.079674525	0.079260921	0.112508352	0.079308644	0.081814133	0.077153129	0.076906557	0	0.080024498	0.080318794	0.081853902	0.190679584	0.189446725	0.197933569	0.189629665	0.107704177	0.199770927	0.108157551	0.086117209	0.08559225	0.082927683	0.161106869	0.082108428	0.110710763	0.083301518	0.109994909	0.199198244	0.08648309	0.086156979	0.198132417
"W_po_J644_roar"	0.198999396	0.084423022	0.08350832	0.190695492	0.082919729	0.081313035	0.109454042	0.106375871	0.198880087	0.106487226	0.198800547	0.198911902	0.188866088	0.078115555	0.080501734	0.107982565	0.108746142	0.108070058	0.079451815	0.080557411	0.078457574	0.081997073	0.079109796	0.107473513	0.077423563	0.080263116	0.200367472	0.109684706	0.1127072	0.080374471	0.08120168	0.077996246	0.076842926	0.075975947	0.078028061	0.108674557	0.07840985	0.07889504	0.077503102	0.079467723	0.079324552	0.08049378	0.081511883	0.077041774	0.075832777	0.109366549	0.076198657	0.078863224	0.080422195	0.080318794	0.080024498	0	0.07494989	0.078648468	0.191371576	0.190536413	0.1987051	0.191132958	0.108141644	0.200447011	0.1083564	0.080191531	0.079984728	0.07770195	0.161560243	0.078648468	0.11203907	0.077200853	0.110464191	0.200128854	0.080971016	0.081265311	0.199174382
"W_po_J766_roar"	0.197671089	0.08350832	0.081877764	0.190019408	0.082068658	0.079762018	0.109191562	0.105333906	0.197838122	0.106813337	0.197726767	0.19807674	0.188253635	0.077550826	0.081320989	0.106638351	0.107815532	0.107171264	0.080000636	0.079515447	0.07837008	0.081845948	0.079213197	0.107895072	0.07792466	0.080525596	0.199325507	0.109374503	0.111872037	0.080239254	0.07930069	0.076858834	0.077089498	0.077129267	0.078974579	0.107966657	0.079594986	0.076914511	0.076206611	0.078759823	0.079618848	0.080040406	0.081981165	0.076397506	0.077240622	0.109279056	0.077351977	0.078218956	0.080255162	0.079499539	0.080318794	0.07494989	0	0.076429321	0.19018644	0.189844421	0.197313162	0.190250072	0.106097483	0.199405046	0.10853934	0.080851707	0.080279024	0.077598549	0.161011422	0.078735961	0.111872037	0.077892845	0.109788107	0.199039165	0.080597181	0.081718685	0.198164233
"W_po_J768_roar"	0.199747065	0.086172887	0.084494607	0.191252267	0.081965257	0.08328561	0.110169896	0.108889313	0.199245967	0.107584868	0.199166428	0.199405046	0.190059177	0.079101842	0.082506125	0.107680316	0.109175655	0.10813369	0.080040406	0.081670962	0.080780122	0.082601572	0.079014349	0.109096115	0.07907798	0.079483631	0.200542458	0.108937037	0.113486685	0.080915338	0.082219783	0.078028061	0.077017912	0.077646273	0.080096083	0.109390411	0.080143807	0.079245013	0.078664376	0.08089943	0.080549458	0.080557411	0.083341287	0.076962235	0.077137221	0.110480099	0.078075785	0.079817696	0.082076612	0.082434539	0.081853902	0.078648468	0.076429321	0	0.192501034	0.190950017	0.198991442	0.191387484	0.108857497	0.200574274	0.110169896	0.082975406	0.082180013	0.081074417	0.161273902	0.080334701	0.112898094	0.079062072	0.111307308	0.199985683	0.08190958	0.082681111	0.199762973
"W_po_T10153_suta"	0.122991632	0.191832904	0.193081671	0.086085393	0.191013649	0.189931914	0.187688906	0.187076453	0.124176768	0.187330979	0.123524546	0.123126849	0.084590054	0.194099774	0.196167796	0.187712768	0.187140085	0.18579587	0.196247335	0.196637078	0.195396265	0.196279151	0.190814801	0.187871846	0.190782985	0.192429449	0.125075562	0.188762687	0.18761732	0.196390506	0.193113487	0.191323852	0.191474977	0.19200789	0.19044892	0.187020776	0.193073717	0.191188635	0.19267602	0.194115682	0.192699882	0.193598676	0.195778054	0.190289841	0.190130763	0.220705673	0.191769272	0.192556712	0.192254462	0.191610194	0.190679584	0.191371576	0.19018644	0.192501034	0	0.083524228	0.122808692	0.085186599	0.188269543	0.124105183	0.187148039	0.195809869	0.196143934	0.191093188	0.177611275	0.191912443	0.187712768	0.192946454	0.186344692	0.123516592	0.195714422	0.197822214	0.122816646
"W_po_T10234_suta"	0.122347364	0.191284083	0.191387484	0.084645732	0.189303554	0.18881041	0.185215233	0.185477713	0.121528109	0.185175464	0.121114505	0.120796348	0.082243645	0.193169164	0.19461678	0.186289014	0.184761859	0.184340301	0.194648595	0.19613598	0.194211129	0.194807674	0.190027362	0.185557252	0.189979638	0.190814801	0.123397283	0.18698896	0.185620884	0.195300818	0.192278324	0.190265979	0.190321657	0.190090993	0.188738825	0.184610735	0.191459069	0.190480736	0.190997741	0.193360059	0.191642009	0.192174923	0.193447552	0.189725112	0.189661481	0.219631892	0.190870478	0.191228405	0.190305749	0.190886386	0.189446725	0.190536413	0.189844421	0.190950017	0.083524228	0	0.121432662	0.085099106	0.18654354	0.12215647	0.185628838	0.194290668	0.195070154	0.189908053	0.175423945	0.190552321	0.185907225	0.191777226	0.185334542	0.121027012	0.19457701	0.196223474	0.121329261
"W_po_T10694_pa"	0.067520919	0.199755019	0.200335656	0.123214343	0.1979972	0.197758582	0.193924788	0.193519137	0.068212911	0.192660113	0.068022016	0.066256244	0.120128217	0.201258312	0.203437689	0.194712227	0.193025993	0.192477172	0.203517228	0.204113773	0.202904776	0.203214979	0.197830168	0.193280519	0.197893799	0.199651618	0.068968534	0.195094015	0.194012281	0.203421781	0.201767363	0.19892781	0.198792593	0.199086889	0.198148325	0.193336197	0.199691387	0.19896758	0.19937323	0.201337851	0.199810696	0.200709491	0.202809328	0.198196048	0.198211956	0.227752855	0.199325507	0.200399287	0.200287932	0.200391333	0.197933569	0.1987051	0.197313162	0.198991442	0.122808692	0.121432662	0	0.122442811	0.194871305	0.06744138	0.193654354	0.202841144	0.203191117	0.198569883	0.18330629	0.198609653	0.194139544	0.200057268	0.193010086	0.068125418	0.203222933	0.204885304	0.068220865
"W_po_T11887_suta"	0.12375521	0.190751169	0.191713595	0.086069486	0.190313703	0.189104706	0.186432185	0.186026534	0.124097229	0.185215233	0.123651809	0.123508638	0.084574147	0.193479368	0.195229232	0.187362795	0.185406128	0.184730044	0.194863351	0.196350737	0.194425885	0.195086062	0.19022621	0.186249244	0.189876237	0.191634056	0.125361904	0.1871719	0.187012822	0.195674652	0.192413541	0.190767077	0.190425058	0.190703446	0.189717158	0.186336738	0.19156247	0.191061373	0.19156247	0.193288473	0.191411345	0.192357863	0.194871305	0.189653527	0.189717158	0.22005345	0.191101142	0.19204766	0.191777226	0.190798893	0.189629665	0.191132958	0.190250072	0.191387484	0.085186599	0.085099106	0.122442811	0	0.1871719	0.123405237	0.185445897	0.195491712	0.195921224	0.190790939	0.176513633	0.191148866	0.186901467	0.192039706	0.185946995	0.123739302	0.194712227	0.196931373	0.123325698
"W_po_T12400_pu"	0.195499666	0.11017785	0.109947186	0.187163946	0.109390411	0.10924724	0.091955394	0.090563456	0.1950622	0.090881614	0.194934937	0.194998568	0.185302727	0.110010817	0.112317457	0.092551939	0.090913429	0.090857752	0.110456237	0.111386847	0.110893704	0.111824314	0.105485031	0.092838281	0.1076485	0.108324584	0.196740479	0.091708823	0.096847062	0.109979002	0.110567593	0.108618879	0.10791098	0.108427985	0.106375871	0.090714581	0.107298527	0.108149598	0.108555248	0.10857911	0.108674557	0.109191562	0.111482295	0.10698037	0.107362158	0.139989183	0.108221183	0.108626833	0.10902453	0.108364354	0.107704177	0.108141644	0.106097483	0.108857497	0.188269543	0.18654354	0.194871305	0.1871719	0	0.19666094	0.092798511	0.11218224	0.111482295	0.108515478	0.154688047	0.10742579	0.0938882	0.109461996	0.095256276	0.19591327	0.112341319	0.113971875	0.195483758
"W_po_T12793_pa"	0.068260634	0.201465114	0.20190258	0.124622188	0.200216347	0.199532309	0.195618975	0.194736089	0.066677802	0.194465655	0.06624829	0.064880214	0.122426903	0.203700169	0.205386402	0.196867742	0.194592918	0.193948649	0.205068245	0.206014762	0.204439884	0.20495689	0.199985683	0.195292864	0.199985683	0.201329897	0.067799306	0.196517769	0.195786007	0.205545481	0.202809328	0.199969775	0.200693583	0.200733352	0.199587986	0.195539436	0.202260507	0.200184531	0.201433298	0.203334288	0.201282174	0.202276415	0.204805765	0.199747065	0.199651618	0.229637937	0.200717445	0.202395724	0.201329897	0.201560561	0.199770927	0.200447011	0.199405046	0.200574274	0.124105183	0.12215647	0.06744138	0.123405237	0.19666094	0	0.195491712	0.204503516	0.205187554	0.200439057	0.1856527	0.200685629	0.196263243	0.20171964	0.194640641	0.069851421	0.20536254	0.206563584	0.068133372
"W_po_T13148_pu"	0.194409977	0.110694855	0.110591454	0.185247049	0.110766441	0.109143839	0.090245299	0.091796316	0.194242945	0.090810028	0.193733893	0.194099774	0.184706182	0.110496007	0.112866279	0.094930164	0.092034934	0.091486112	0.11151411	0.112921956	0.111092552	0.113995737	0.108101874	0.093005313	0.107720085	0.109891508	0.196223474	0.091939486	0.095343769	0.111530018	0.109796061	0.109056346	0.108189367	0.110169896	0.10813369	0.091040692	0.109804015	0.108809774	0.109263148	0.110050587	0.108825682	0.110774395	0.111935669	0.108897267	0.107926887	0.14056982	0.109104069	0.110018771	0.109541535	0.109629029	0.108157551	0.1083564	0.10853934	0.110169896	0.187148039	0.185628838	0.193654354	0.185445897	0.092798511	0.195491712	0	0.112285642	0.111347078	0.108666603	0.153996055	0.109963094	0.090682765	0.110169896	0.095057427	0.194950845	0.113303745	0.113279883	0.194139544
"W_po_T15888_jigu"	0.203533136	0.090754351	0.088026153	0.19457701	0.088726098	0.088010245	0.112396997	0.111800452	0.203334288	0.112023162	0.202682065	0.203891063	0.193702078	0.077733766	0.070941109	0.111434571	0.114059368	0.113605994	0.070432058	0.070058223	0.071521746	0.071275174	0.081495975	0.112945818	0.081702778	0.083794661	0.204885304	0.113804842	0.11665235	0.071052464	0.08767618	0.083611721	0.082156152	0.081543699	0.083452642	0.111649327	0.083548089	0.083444688	0.080764214	0.083094715	0.082219783	0.083627629	0.08510706	0.082211829	0.08160733	0.113582132	0.083182209	0.08276065	0.086324011	0.087127358	0.086117209	0.080191531	0.080851707	0.082975406	0.195809869	0.194290668	0.202841144	0.195491712	0.11218224	0.204503516	0.112285642	0	0.069421908	0.079833604	0.165791734	0.081368712	0.116540995	0.076039579	0.114091184	0.204726226	0.070455919	0.070941109	0.203533136
"W_po_T15889_jigu"	0.203851293	0.090674811	0.089632847	0.195372403	0.088248863	0.087723903	0.111903853	0.110416468	0.204034234	0.110352836	0.203270656	0.203906971	0.193670262	0.076938373	0.069763927	0.11040056	0.113009449	0.111951576	0.068984442	0.068340174	0.070201394	0.069779835	0.080652859	0.112086793	0.080064268	0.083842385	0.205283001	0.112945818	0.115475168	0.068173141	0.08767618	0.081989119	0.082076612	0.081114187	0.082211829	0.111681143	0.083118577	0.081885718	0.079348414	0.081694824	0.083444688	0.081941395	0.084184404	0.082355	0.082450447	0.113661672	0.081034647	0.082347046	0.086562629	0.086713754	0.08559225	0.079984728	0.080279024	0.082180013	0.196143934	0.195070154	0.203191117	0.195921224	0.111482295	0.205187554	0.111347078	0.069421908	0	0.08089943	0.164773631	0.082434539	0.114918393	0.074607871	0.11479113	0.204821673	0.069819605	0.070432058	0.204439884
"W_po_T2190_ma"	0.199166428	0.086658076	0.085282046	0.190385288	0.085027521	0.084057141	0.109668798	0.106590627	0.199094843	0.107179218	0.198935764	0.198999396	0.189271738	0.079889281	0.080605135	0.108070058	0.109629029	0.107950749	0.079730203	0.080326747	0.078704146	0.080811937	0.079070026	0.109294964	0.076636124	0.079109796	0.200661767	0.110265343	0.112349273	0.081623238	0.083086761	0.079531354	0.080032452	0.079435907	0.07703382	0.109143839	0.077717858	0.077996246	0.076715663	0.077725812	0.079618848	0.078624606	0.081281219	0.079213197	0.079070026	0.110933473	0.078417804	0.078966625	0.08280042	0.083317425	0.082927683	0.07770195	0.077598549	0.081074417	0.191093188	0.189908053	0.198569883	0.190790939	0.108515478	0.200439057	0.108666603	0.079833604	0.08089943	0	0.161186408	0.076858834	0.1119993	0.077892845	0.11066304	0.200089084	0.079897235	0.081495975	0.199707295
"W_po_T23485_In"	0.184539149	0.163373739	0.162983997	0.175264866	0.162968089	0.162061341	0.152930228	0.152985906	0.184372117	0.152635933	0.18375171	0.183465369	0.175328497	0.16347714	0.1654179	0.155467532	0.154751678	0.153996055	0.165099742	0.166412141	0.163596449	0.165465623	0.160955744	0.154528968	0.160971652	0.162904457	0.185716331	0.153574497	0.153781299	0.164956572	0.162856734	0.162037479	0.161456842	0.16098756	0.161035284	0.153423372	0.162419268	0.161440934	0.162801056	0.163827113	0.161790907	0.162912411	0.164916802	0.161067099	0.161846585	0.192357863	0.161767045	0.162427222	0.161774999	0.162832872	0.161106869	0.161560243	0.161011422	0.161273902	0.177611275	0.175423945	0.18330629	0.176513633	0.154688047	0.1856527	0.153996055	0.165791734	0.164773631	0.161186408	0	0.161560243	0.153733575	0.16210111	0.152667748	0.184889122	0.165203143	0.166245108	0.183855111
"W_po_T3157_ma"	0.199158474	0.085679743	0.08350832	0.190536413	0.085115014	0.083651491	0.108722281	0.10698037	0.198911902	0.108268906	0.1987051	0.198880087	0.189613757	0.079833604	0.083651491	0.107998473	0.109302918	0.108101874	0.080517642	0.082195921	0.079443861	0.081026693	0.075928224	0.109318825	0.077391747	0.078083739	0.200892431	0.109350641	0.112977634	0.081678916	0.083858293	0.078664376	0.078195094	0.07751901	0.075991855	0.108308676	0.076214565	0.076938373	0.075928224	0.077845121	0.076461137	0.077153129	0.079952913	0.079587032	0.077868983	0.11195953	0.077312208	0.076604308	0.082792466	0.082339092	0.082108428	0.078648468	0.078735961	0.080334701	0.191912443	0.190552321	0.198609653	0.191148866	0.10742579	0.200685629	0.109963094	0.081368712	0.082434539	0.076858834	0.161560243	0	0.112898094	0.079427953	0.110702809	0.200621997	0.082339092	0.082140244	0.198872133
"W_po_T3645_In"	0.195420127	0.11390029	0.113287837	0.185541345	0.111633419	0.111076644	0.090666858	0.09291782	0.195666698	0.092567847	0.194553148	0.194409977	0.185000477	0.11408323	0.115530845	0.095908498	0.093633674	0.092798511	0.114178677	0.116016035	0.113884382	0.116437593	0.11084598	0.095288091	0.109971048	0.1119993	0.19710636	0.094285896	0.093951831	0.113669626	0.113796888	0.112325411	0.111140276	0.113025357	0.110750533	0.092305367	0.111927715	0.111044828	0.112548121	0.113462823	0.112540167	0.113279883	0.114934301	0.111498202	0.110352836	0.14372753	0.111943623	0.113462823	0.112715154	0.112675384	0.110710763	0.11203907	0.111872037	0.112898094	0.187712768	0.185907225	0.194139544	0.186901467	0.0938882	0.196263243	0.090682765	0.116540995	0.114918393	0.1119993	0.153733575	0.112898094	0	0.112850371	0.094142725	0.196565493	0.115188826	0.11817155	0.195165601
"W_po_T388_ma"	0.200287932	0.085600204	0.084160542	0.192238554	0.084733225	0.084192358	0.110456237	0.1090643	0.201059464	0.107282619	0.200486781	0.200582228	0.190663676	0.075824823	0.076111164	0.109032484	0.110607362	0.109644937	0.074106774	0.073685215	0.074623779	0.076174796	0.079046165	0.109255194	0.078775731	0.079435907	0.20194235	0.109875601	0.114075276	0.075315771	0.083015176	0.080668767	0.079356368	0.075832777	0.079491585	0.10946995	0.079189335	0.078656422	0.076962235	0.079594986	0.079960867	0.079952913	0.081845948	0.079109796	0.079237059	0.11137094	0.078393942	0.079833604	0.083333333	0.083325379	0.083301518	0.077200853	0.077892845	0.079062072	0.192946454	0.191777226	0.200057268	0.192039706	0.109461996	0.20171964	0.110169896	0.076039579	0.074607871	0.077892845	0.16210111	0.079427953	0.112850371	0	0.111689097	0.201656008	0.074846489	0.075967993	0.200940155
"W_po_T4097_In"	0.193797525	0.113518501	0.112492444	0.184920938	0.111760682	0.110965289	0.09496198	0.093633674	0.193789571	0.094715408	0.193057809	0.193471414	0.184332347	0.112810601	0.115069517	0.096385734	0.095288091	0.095296045	0.114512742	0.115252458	0.113470777	0.115530845	0.108873405	0.09589259	0.110034679	0.111172091	0.195165601	0.095367631	0.092313321	0.113128758	0.111617511	0.111084598	0.110599408	0.112086793	0.109159747	0.09407114	0.109668798	0.110710763	0.111864083	0.112078839	0.111490248	0.112102701	0.114695683	0.109986956	0.10965289	0.141850402	0.11106869	0.112906048	0.111474341	0.110766441	0.109994909	0.110464191	0.109788107	0.111307308	0.186344692	0.185334542	0.193010086	0.185946995	0.095256276	0.194640641	0.095057427	0.114091184	0.11479113	0.11066304	0.152667748	0.110702809	0.094142725	0.111689097	0	0.194720181	0.115395629	0.115912634	0.193781617
"W_po_T7132_pa"	0.070121854	0.200685629	0.201648054	0.124335847	0.199580032	0.199261875	0.195587159	0.194497471	0.070766123	0.194227037	0.069350323	0.068968534	0.121265629	0.202618434	0.205036429	0.196470045	0.194720181	0.193566861	0.205004613	0.205982947	0.20491712	0.204797811	0.199301645	0.194926983	0.199349368	0.201409437	0.070455919	0.19613598	0.195595113	0.205115968	0.202522987	0.200049314	0.20056632	0.200335656	0.19874487	0.195539436	0.201751456	0.200518596	0.200415195	0.20287296	0.201313989	0.201656008	0.204089911	0.19963571	0.199619802	0.228937991	0.2008288	0.201663962	0.201091279	0.201035602	0.199198244	0.200128854	0.199039165	0.199985683	0.123516592	0.121027012	0.068125418	0.123739302	0.19591327	0.069851421	0.194950845	0.204726226	0.204821673	0.200089084	0.184889122	0.200621997	0.196565493	0.201656008	0.194720181	0	0.204948936	0.206404505	0.071664917
"W_po_T7625_jigu"	0.204121727	0.090293023	0.088869269	0.19524514	0.087405746	0.08826477	0.113176482	0.110957335	0.203684261	0.110830072	0.203397919	0.204320575	0.193654354	0.077940568	0.069111705	0.11106869	0.112754923	0.112619707	0.069700296	0.068451529	0.070408196	0.069795743	0.081782317	0.11359804	0.081511883	0.085242277	0.205426172	0.114186631	0.116238745	0.070257071	0.087787535	0.082752696	0.081519837	0.081623238	0.082498171	0.112556075	0.083786707	0.0816471	0.080286978	0.081790271	0.081790271	0.082625433	0.084486653	0.082689065	0.080382425	0.114807038	0.081209634	0.083158347	0.086053578	0.086506952	0.08648309	0.080971016	0.080597181	0.08190958	0.195714422	0.19457701	0.203222933	0.194712227	0.112341319	0.20536254	0.113303745	0.070455919	0.069819605	0.079897235	0.165203143	0.082339092	0.115188826	0.074846489	0.115395629	0.204948936	0	0.064212084	0.204217174
"W_po_T7627_jigu"	0.205593204	0.09012599	0.089529445	0.196780249	0.090340746	0.088145461	0.114282078	0.11266743	0.204948936	0.112190194	0.204964844	0.205426172	0.195348541	0.078553021	0.06926283	0.113001495	0.114799084	0.113232159	0.070567274	0.068570838	0.072166014	0.070249117	0.083269702	0.114385479	0.082219783	0.084629824	0.206802202	0.114703637	0.118680602	0.070217301	0.08696828	0.083746938	0.083882155	0.082331138	0.082887913	0.114536604	0.083858293	0.083086761	0.07978588	0.083229932	0.083118577	0.084271897	0.085385447	0.083174255	0.082156152	0.114449111	0.083492412	0.082370908	0.08719099	0.086642169	0.086156979	0.081265311	0.081718685	0.082681111	0.197822214	0.196223474	0.204885304	0.196931373	0.113971875	0.206563584	0.113279883	0.070941109	0.070432058	0.081495975	0.166245108	0.082140244	0.11817155	0.075967993	0.115912634	0.206404505	0.064212084	0	0.205386402
"W_po_T9346_pa"	0.069469632	0.200240209	0.200089084	0.123969966	0.198975534	0.197877891	0.194521332	0.19324075	0.068220865	0.192858961	0.066932328	0.066645986	0.121313353	0.202379816	0.203668353	0.19524514	0.193558907	0.192326048	0.204066049	0.204885304	0.203453597	0.203891063	0.198601699	0.193527091	0.198331265	0.200836754	0.069326461	0.195308772	0.194863351	0.204097865	0.201282174	0.198824409	0.199532309	0.199444816	0.198569883	0.193948649	0.200733352	0.199134612	0.199810696	0.202109382	0.200184531	0.201019694	0.20335815	0.198617607	0.198569883	0.228460755	0.199651618	0.20078903	0.200407241	0.20074926	0.198132417	0.199174382	0.198164233	0.199762973	0.122816646	0.121329261	0.068220865	0.123325698	0.195483758	0.068133372	0.194139544	0.203533136	0.204439884	0.199707295	0.183855111	0.198872133	0.195165601	0.200940155	0.193781617	0.071664917	0.204217174	0.205386402	0